Statement date,Gross Amount,Category Level 1
31/07/2017,"1,488.59","Travel, venue hire and exhibition services"
31/07/2017,"1,500.00","Travel, venue hire and exhibition services"
31/07/2017,"1,537.21","Travel, venue hire and exhibition services"
31/07/2017,"1,541.25","Travel, venue hire and exhibition services"
31/07/2017,"1,618.13","Travel, venue hire and exhibition services"
31/07/2017,"1,655.65","Travel, venue hire and exhibition services"
31/07/2017,"1,767.90","Travel, venue hire and exhibition services"
31/07/2017,"1,789.00","Travel, venue hire and exhibition services"
31/07/2017,"1,798.46","Travel, venue hire and exhibition services"
31/07/2017,"1,836.55","Travel, venue hire and exhibition services"
31/07/2017,"1,950.00",Professional Services
31/07/2017,"1,988.45","Advertising, Marketing & Media"
31/07/2017,"2,000.00","Advertising, Marketing & Media"
31/07/2017,"2,000.00","Advertising, Marketing & Media"
31/07/2017,"2,000.00","Advertising, Marketing & Media"
31/07/2017,"2,001.00","Travel, venue hire and exhibition services"
31/07/2017,"2,111.00","Travel, venue hire and exhibition services"
31/07/2017,"2,192.91","Travel, venue hire and exhibition services"
31/07/2017,"2,199.95","Travel, venue hire and exhibition services"
31/07/2017,"2,826.37","Travel, venue hire and exhibition services"
31/07/2017,"3,008.00","Travel, venue hire and exhibition services"
