Statement date,Gross Amount,Category Level 1
06.02.2019,776.91,"Travel, venue hire and exhibition services"
27.02.2019,782.22,"Travel, venue hire and exhibition services"
26.02.2019,789.75,IT & Telecoms
06.02.2019,790.16,"Travel, venue hire and exhibition services"
06.02.2019,796.37,"Travel, venue hire and exhibition services"
25.02.2019,796.67,"Travel, venue hire and exhibition services"
05.02.2019,799.00,Facilities
25.02.2019,799.08,"Travel, venue hire and exhibition services"
05.02.2019,805.50,"Travel, venue hire and exhibition services"
12.02.2019,810.00,"Travel, venue hire and exhibition services"
06.02.2019,817.60,"Travel, venue hire and exhibition services"
19.02.2019,819.84,"Travel, venue hire and exhibition services"
26.02.2019,823.69,"Travel, venue hire and exhibition services"
06.02.2019,826.28,"Travel, venue hire and exhibition services"
06.02.2019,828.39,"Travel, venue hire and exhibition services"
05.02.2019,864.00,"Travel, venue hire and exhibition services"
12.02.2019,877.91,"Travel, venue hire and exhibition services"
26.02.2019,881.61,Facilities
05.02.2019,890.91,"Travel, venue hire and exhibition services"
06.02.2019,893.75,"Travel, venue hire and exhibition services"
26.02.2019,896.05,"Travel, venue hire and exhibition services"
25.02.2019,900.00,"Travel, venue hire and exhibition services"
06.02.2019,900.00,"Travel, venue hire and exhibition services"
19.02.2019,903.19,"Travel, venue hire and exhibition services"
19.02.2019,919.50,"Travel, venue hire and exhibition services"
19.02.2019,946.31,"Travel, venue hire and exhibition services"
26.02.2019,994.56,"Travel, venue hire and exhibition services"
26.02.2019,"1,000.00","Advertising, Marketing & Media"
25.02.2019,"1,000.00","Advertising, Marketing & Media"
25.02.2019,"1,000.00","Advertising, Marketing & Media"
25.02.2019,"1,000.00","Advertising, Marketing & Media"
12.02.2019,"1,000.00","Advertising, Marketing & Media"
06.02.2019,"1,000.00","Advertising, Marketing & Media"
25.02.2019,"1,002.01","Travel, venue hire and exhibition services"
26.02.2019,"1,004.58",Facilities
26.02.2019,"1,015.52",Facilities
19.02.2019,"1,041.43","Advertising, Marketing & Media"
27.02.2019,"1,056.17","Travel, venue hire and exhibition services"
12.02.2019,"1,057.99","Travel, venue hire and exhibition services"
27.02.2019,"1,071.85","Travel, venue hire and exhibition services"
19.02.2019,"1,109.82","Travel, venue hire and exhibition services"
19.02.2019,"1,109.82","Travel, venue hire and exhibition services"
05.02.2019,"1,121.44",Professional Services
05.02.2019,"1,174.53","Travel, venue hire and exhibition services"
12.02.2019,"1,193.05","Travel, venue hire and exhibition services"
26.02.2019,"1,200.00","Advertising, Marketing & Media"
19.02.2019,"1,200.00","Advertising, Marketing & Media"
19.02.2019,"1,200.00","Advertising, Marketing & Media"
12.02.2019,"1,200.00","Advertising, Marketing & Media"
12.02.2019,"1,200.00","Advertising, Marketing & Media"
05.02.2019,"1,200.00","Advertising, Marketing & Media"
26.02.2019,"1,200.28","Advertising, Marketing & Media"
06.02.2019,"1,203.24","Advertising, Marketing & Media"
06.02.2019,"1,208.03","Advertising, Marketing & Media"
26.02.2019,"1,220.97","Advertising, Marketing & Media"
05.02.2019,"1,233.28","Travel, venue hire and exhibition services"
19.02.2019,"1,248.00",Facilities
05.02.2019,"1,272.53",Facilities
25.02.2019,"1,374.53","Travel, venue hire and exhibition services"
26.02.2019,"1,449.27",Facilities
05.02.2019,"1,504.29","Travel, venue hire and exhibition services"
06.02.2019,"1,521.88","Travel, venue hire and exhibition services"
25.02.2019,"1,551.71","Travel, venue hire and exhibition services"
06.02.2019,"1,557.92",IT & Telecoms
06.02.2019,"1,557.92",IT & Telecoms
05.02.2019,"1,592.75","Travel, venue hire and exhibition services"
19.02.2019,"1,608.45","Travel, venue hire and exhibition services"
25.02.2019,"1,650.00","Travel, venue hire and exhibition services"
26.02.2019,"1,932.00","Travel, venue hire and exhibition services"
27.02.2019,"1,960.51","Travel, venue hire and exhibition services"
26.02.2019,"2,151.53","Travel, venue hire and exhibition services"
05.02.2019,"2,172.58",IT & Telecoms
26.02.2019,"2,885.25","Travel, venue hire and exhibition services"
26.02.2019,"3,951.91","Travel, venue hire and exhibition services"
12.02.2019,"4,111.83","Travel, venue hire and exhibition services"
19.02.2019,"4,206.24","Travel, venue hire and exhibition services"
