Statement date,Gross Amount,Category Level 1
30.11.2017,831.22,"Advertising, Marketing & Media"
30.11.2017,831.22,"Advertising, Marketing & Media"
30.11.2017,831.22,"Advertising, Marketing & Media"
30.11.2017,831.22,"Advertising, Marketing & Media"
30.11.2017,831.22,"Advertising, Marketing & Media"
30.11.2017,831.22,"Advertising, Marketing & Media"
30.11.2017,841.34,"Travel, venue hire and exhibition services"
30.11.2017,847.73,"Travel, venue hire and exhibition services"
30.11.2017,856.44,"Travel, venue hire and exhibition services"
30.11.2017,858.48,"Travel, venue hire and exhibition services"
30.11.2017,859.41,"Travel, venue hire and exhibition services"
30.11.2017,866.63,"Travel, venue hire and exhibition services"
30.11.2017,887.29,"Travel, venue hire and exhibition services"
30.11.2017,901.76,"Travel, venue hire and exhibition services"
30.11.2017,908.34,Facilities
30.11.2017,918.95,IT & Telecoms
30.11.2017,931.97,"Advertising, Marketing & Media"
30.11.2017,947.49,"Travel, venue hire and exhibition services"
30.11.2017,947.77,"Travel, venue hire and exhibition services"
30.11.2017,952.34,"Travel, venue hire and exhibition services"
30.11.2017,954.00,IT & Telecoms
30.11.2017,957.97,"Travel, venue hire and exhibition services"
30.11.2017,974.80,"Travel, venue hire and exhibition services"
30.11.2017,982.36,"Advertising, Marketing & Media"
30.11.2017,988.38,"Travel, venue hire and exhibition services"
30.11.2017,998.24,"Travel, venue hire and exhibition services"
30.11.2017,"1,000.00","Advertising, Marketing & Media"
30.11.2017,"1,000.00","Advertising, Marketing & Media"
30.11.2017,"1,000.44","Travel, venue hire and exhibition services"
30.11.2017,"1,066.28","Travel, venue hire and exhibition services"
30.11.2017,"1,134.86","Travel, venue hire and exhibition services"
30.11.2017,"1,135.34","Travel, venue hire and exhibition services"
30.11.2017,"1,140.26","Travel, venue hire and exhibition services"
30.11.2017,"1,169.25","Travel, venue hire and exhibition services"
30.11.2017,"1,172.00",Facilities
30.11.2017,"1,181.44","Travel, venue hire and exhibition services"
30.11.2017,"1,181.44","Travel, venue hire and exhibition services"
30.11.2017,"1,181.44","Travel, venue hire and exhibition services"
30.11.2017,"1,181.44","Travel, venue hire and exhibition services"
30.11.2017,"1,181.89","Advertising, Marketing & Media"
30.11.2017,"1,196.50","Travel, venue hire and exhibition services"
30.11.2017,"1,213.99","Travel, venue hire and exhibition services"
30.11.2017,"1,263.89",Facilities
30.11.2017,"1,288.25","Travel, venue hire and exhibition services"
30.11.2017,"1,342.49","Travel, venue hire and exhibition services"
30.11.2017,"1,376.00","Travel, venue hire and exhibition services"
30.11.2017,"1,386.99","Travel, venue hire and exhibition services"
30.11.2017,"1,406.58","Travel, venue hire and exhibition services"
30.11.2017,"1,419.30","Travel, venue hire and exhibition services"
30.11.2017,"1,497.32","Travel, venue hire and exhibition services"
30.11.2017,"1,497.32","Travel, venue hire and exhibition services"
30.11.2017,"1,497.32","Travel, venue hire and exhibition services"
30.11.2017,"1,522.29",IT & Telecoms
30.11.2017,"1,542.47","Travel, venue hire and exhibition services"
30.11.2017,"1,573.42","Travel, venue hire and exhibition services"
30.11.2017,"1,710.12","Travel, venue hire and exhibition services"
30.11.2017,"2,000.00","Advertising, Marketing & Media"
30.11.2017,"2,000.00","Advertising, Marketing & Media"
30.11.2017,"2,000.00","Advertising, Marketing & Media"
30.11.2017,"2,029.48",IT & Telecoms
30.11.2017,"2,728.41","Travel, venue hire and exhibition services"
30.11.2017,"2,898.22","Travel, venue hire and exhibition services"
30.11.2017,"3,629.24",Professional Services
30.11.2017,"4,639.49",Professional Services
