Statement date,Gross Amount,Category Level 1
29.06.2018,691.19,"Travel, venue hire and exhibition services"
29.06.2018,705.24,"Travel, venue hire and exhibition services"
29.06.2018,711.08,"Travel, venue hire and exhibition services"
29.06.2018,724.15,"Travel, venue hire and exhibition services"
29.06.2018,738.55,"Travel, venue hire and exhibition services"
29.06.2018,746.53,"Advertising, Marketing & Media"
29.06.2018,746.53,"Advertising, Marketing & Media"
29.06.2018,750.00,"Travel, venue hire and exhibition services"
29.06.2018,751.41,"Travel, venue hire and exhibition services"
29.06.2018,755.96,"Travel, venue hire and exhibition services"
29.06.2018,763.70,Facilities
29.06.2018,764.14,"Travel, venue hire and exhibition services"
29.06.2018,769.27,"Travel, venue hire and exhibition services"
29.06.2018,774.90,"Travel, venue hire and exhibition services"
29.06.2018,780.64,"Advertising, Marketing & Media"
29.06.2018,802.48,IT & Telecoms
29.06.2018,811.20,"Advertising, Marketing & Media"
29.06.2018,814.58,"Travel, venue hire and exhibition services"
29.06.2018,820.22,"Travel, venue hire and exhibition services"
29.06.2018,822.41,"Travel, venue hire and exhibition services"
29.06.2018,825.65,"Travel, venue hire and exhibition services"
29.06.2018,836.51,Professional Services
29.06.2018,837.26,"Travel, venue hire and exhibition services"
29.06.2018,837.74,"Advertising, Marketing & Media"
29.06.2018,848.94,"Advertising, Marketing & Media"
29.06.2018,854.03,"Travel, venue hire and exhibition services"
29.06.2018,854.03,"Travel, venue hire and exhibition services"
29.06.2018,857.50,"Travel, venue hire and exhibition services"
29.06.2018,858.88,Professional Services
29.06.2018,882.72,"Travel, venue hire and exhibition services"
29.06.2018,885.07,"Travel, venue hire and exhibition services"
29.06.2018,904.26,Professional Services
29.06.2018,924.27,"Travel, venue hire and exhibition services"
29.06.2018,927.13,"Advertising, Marketing & Media"
29.06.2018,930.07,"Travel, venue hire and exhibition services"
29.06.2018,953.18,Professional Services
29.06.2018,956.77,"Travel, venue hire and exhibition services"
29.06.2018,969.00,"Travel, venue hire and exhibition services"
29.06.2018,1000.00,"Advertising, Marketing & Media"
29.06.2018,1000.00,"Advertising, Marketing & Media"
29.06.2018,1000.00,"Advertising, Marketing & Media"
29.06.2018,1011.88,"Travel, venue hire and exhibition services"
29.06.2018,1020.00,"Travel, venue hire and exhibition services"
29.06.2018,1028.70,"Travel, venue hire and exhibition services"
29.06.2018,1030.37,Facilities
29.06.2018,1046.59,"Travel, venue hire and exhibition services"
29.06.2018,1063.78,Professional Services
29.06.2018,1069.94,"Travel, venue hire and exhibition services"
29.06.2018,1092.57,"Travel, venue hire and exhibition services"
29.06.2018,1104.95,"Advertising, Marketing & Media"
29.06.2018,1107.00,"Travel, venue hire and exhibition services"
29.06.2018,1124.96,Facilities
29.06.2018,1124.96,Facilities
29.06.2018,1141.86,"Advertising, Marketing & Media"
29.06.2018,1142.16,"Travel, venue hire and exhibition services"
29.06.2018,1158.19,"Travel, venue hire and exhibition services"
29.06.2018,1172.56,"Travel, venue hire and exhibition services"
29.06.2018,1173.62,"Travel, venue hire and exhibition services"
29.06.2018,1175.97,"Travel, venue hire and exhibition services"
29.06.2018,1203.21,"Travel, venue hire and exhibition services"
29.06.2018,1203.83,"Advertising, Marketing & Media"
29.06.2018,1238.84,"Travel, venue hire and exhibition services"
29.06.2018,1345.13,"Travel, venue hire and exhibition services"
29.06.2018,1370.70,"Travel, venue hire and exhibition services"
29.06.2018,1519.03,"Travel, venue hire and exhibition services"
29.06.2018,1533.26,"Travel, venue hire and exhibition services"
29.06.2018,1590.60,"Travel, venue hire and exhibition services"
29.06.2018,1659.70,"Travel, venue hire and exhibition services"
29.06.2018,1686.11,"Travel, venue hire and exhibition services"
29.06.2018,1779.09,"Travel, venue hire and exhibition services"
29.06.2018,1906.82,"Travel, venue hire and exhibition services"
29.06.2018,2000.00,"Advertising, Marketing & Media"
29.06.2018,2191.07,"Travel, venue hire and exhibition services"
29.06.2018,2468.83,"Travel, venue hire and exhibition services"
29.06.2018,3423.00,"Travel, venue hire and exhibition services"
29.06.2018,3888.65,"Travel, venue hire and exhibition services"
29.06.2018,3896.76,"Travel, venue hire and exhibition services"
