Statement date,Gross Amount,Category Level 1
29/06/2017,"1,132.23","Travel, venue hire and exhibition services"
29/06/2017,"1,149.10","Travel, venue hire and exhibition services"
29/06/2017,"1,164.00","Travel, venue hire and exhibition services"
29/06/2017,"1,186.27",Professional Services
29/06/2017,"1,200.00",Facilities
29/06/2017,"1,219.31","Travel, venue hire and exhibition services"
29/06/2017,"1,270.13",Facilities
29/06/2017,"1,284.11","Travel, venue hire and exhibition services"
29/06/2017,"1,287.40",Professional Services
29/06/2017,"1,305.50","Travel, venue hire and exhibition services"
29/06/2017,"1,328.72",Facilities
29/06/2017,"1,358.94","Travel, venue hire and exhibition services"
29/06/2017,"1,362.98","Travel, venue hire and exhibition services"
29/06/2017,"1,405.50","Travel, venue hire and exhibition services"
29/06/2017,"1,431.45","Travel, venue hire and exhibition services"
29/06/2017,"1,436.55","Travel, venue hire and exhibition services"
29/06/2017,"1,500.00",Facilities
29/06/2017,"1,510.00",Professional Services
29/06/2017,"1,513.63","Travel, venue hire and exhibition services"
29/06/2017,"1,523.55",IT & Telecoms
29/06/2017,"1,776.88","Travel, venue hire and exhibition services"
29/06/2017,"2,169.72","Travel, venue hire and exhibition services"
29/06/2017,"2,206.11","Travel, venue hire and exhibition services"
29/06/2017,"2,323.53","Travel, venue hire and exhibition services"
29/06/2017,"2,323.53","Travel, venue hire and exhibition services"
29/06/2017,"3,066.88","Travel, venue hire and exhibition services"
29/06/2017,"5,124.51","Travel, venue hire and exhibition services"
