Statement date,Gross Amount,Category Level 1
18.06.2019,690.00,"Advertising, Marketing & Media"
25.06.2019,700.00,"Advertising, Marketing & Media"
25.06.2019,700.00,"Advertising, Marketing & Media"
25.06.2019,700.00,"Advertising, Marketing & Media"
25.06.2019,700.00,"Advertising, Marketing & Media"
25.06.2019,700.00,"Advertising, Marketing & Media"
18.06.2019,700.00,"Advertising, Marketing & Media"
18.06.2019,700.00,"Advertising, Marketing & Media"
18.06.2019,700.00,"Advertising, Marketing & Media"
11.06.2019,700.00,"Advertising, Marketing & Media"
11.06.2019,700.00,"Advertising, Marketing & Media"
04.06.2019,700.00,"Advertising, Marketing & Media"
04.06.2019,700.00,"Advertising, Marketing & Media"
04.06.2019,700.00,"Advertising, Marketing & Media"
04.06.2019,700.00,"Advertising, Marketing & Media"
18.06.2019,703.81,IT & Telecoms
18.06.2019,717.32,IT & Telecoms
25.06.2019,723.18,"Travel, venue hire and exhibition services"
13.06.2019,723.44,Facilities
04.06.2019,724.65,"Travel, venue hire and exhibition services"
13.06.2019,731.26,"Travel, venue hire and exhibition services"
04.06.2019,733.27,"Advertising, Marketing & Media"
25.06.2019,737.95,"Advertising, Marketing & Media"
27.06.2019,739.50,"Travel, venue hire and exhibition services"
18.06.2019,743.29,"Travel, venue hire and exhibition services"
04.06.2019,753.88,"Travel, venue hire and exhibition services"
11.06.2019,759.21,"Advertising, Marketing & Media"
18.06.2019,763.08,"Travel, venue hire and exhibition services"
25.06.2019,778.42,"Travel, venue hire and exhibition services"
04.06.2019,781.36,"Travel, venue hire and exhibition services"
25.06.2019,790.52,"Travel, venue hire and exhibition services"
04.06.2019,791.37,"Travel, venue hire and exhibition services"
11.06.2019,800.22,Facilities
11.06.2019,802.73,IT & Telecoms
04.06.2019,808.06,IT & Telecoms
11.06.2019,847.88,Facilities
25.06.2019,855.54,"Travel, venue hire and exhibition services"
27.06.2019,860.73,"Travel, venue hire and exhibition services"
25.06.2019,867.40,Facilities
18.06.2019,877.07,Professional Services
11.06.2019,894.17,"Advertising, Marketing & Media"
27.06.2019,900.00,"Travel, venue hire and exhibition services"
13.06.2019,900.00,"Travel, venue hire and exhibition services"
11.06.2019,900.00,"Advertising, Marketing & Media"
18.06.2019,900.54,Facilities
13.06.2019,957.28,"Travel, venue hire and exhibition services"
18.06.2019,959.09,"Travel, venue hire and exhibition services"
04.06.2019,959.32,"Travel, venue hire and exhibition services"
25.06.2019,966.69,"Travel, venue hire and exhibition services"
27.06.2019,976.12,IT & Telecoms
18.06.2019,985.32,Professional Services
18.06.2019,"1,000.00","Advertising, Marketing & Media"
18.06.2019,"1,000.00","Advertising, Marketing & Media"
11.06.2019,"1,000.00","Advertising, Marketing & Media"
11.06.2019,"1,000.00","Advertising, Marketing & Media"
27.06.2019,"1,014.12",Professional Services
25.06.2019,"1,029.44","Travel, venue hire and exhibition services"
18.06.2019,"1,044.89","Travel, venue hire and exhibition services"
18.06.2019,"1,050.00",Facilities
04.06.2019,"1,053.94","Advertising, Marketing & Media"
04.06.2019,"1,055.17",Professional Services
25.06.2019,"1,074.46",Facilities
18.06.2019,"1,076.33",Facilities
10.06.2019,"1,079.42","Travel, venue hire and exhibition services"
11.06.2019,"1,082.00","Travel, venue hire and exhibition services"
18.06.2019,"1,089.04",Facilities
27.06.2019,"1,093.48","Travel, venue hire and exhibition services"
18.06.2019,"1,113.55",Facilities
18.06.2019,"1,125.77","Advertising, Marketing & Media"
27.06.2019,"1,161.85",Professional Services
04.06.2019,"1,181.02","Travel, venue hire and exhibition services"
04.06.2019,"1,200.00","Advertising, Marketing & Media"
11.06.2019,"1,231.30",IT & Telecoms
18.06.2019,"1,251.82","Travel, venue hire and exhibition services"
18.06.2019,"1,273.81","Travel, venue hire and exhibition services"
18.06.2019,"1,291.59",Facilities
10.06.2019,"1,382.66","Travel, venue hire and exhibition services"
11.06.2019,"1,400.00",Facilities
18.06.2019,"1,400.30",IT & Telecoms
11.06.2019,"1,442.46","Advertising, Marketing & Media"
11.06.2019,"1,480.40","Advertising, Marketing & Media"
11.06.2019,"1,622.53",Professional Services
25.06.2019,"1,744.03","Travel, venue hire and exhibition services"
04.06.2019,"1,814.99",Professional Services
04.06.2019,"1,960.35",IT & Telecoms
04.06.2019,"2,074.16","Travel, venue hire and exhibition services"
04.06.2019,"2,124.69","Travel, venue hire and exhibition services"
27.06.2019,"2,542.29","Travel, venue hire and exhibition services"
04.06.2019,"2,812.89","Travel, venue hire and exhibition services"
04.06.2019,"3,104.44",Facilities
04.06.2019,"3,168.99",Facilities
13.06.2019,"3,246.84","Travel, venue hire and exhibition services"
10.06.2019,"3,338.45","Travel, venue hire and exhibition services"
04.06.2019,"4,013.41","Travel, venue hire and exhibition services"
13.06.2019,"4,329.12","Travel, venue hire and exhibition services"
