Statement date,Gross Amount,Category Level 1
29.11.2018,929.61,"Advertising, Marketing & Media"
29.11.2018,930.24,Facilities
29.11.2018,945.89,"Travel, venue hire and exhibition services"
29.11.2018,947.13,"Travel, venue hire and exhibition services"
29.11.2018,969.53,"Travel, venue hire and exhibition services"
29.11.2018,975.55,"Travel, venue hire and exhibition services"
29.11.2018,994.26,"Travel, venue hire and exhibition services"
29.11.2018,"1,000.00","Advertising, Marketing & Media"
29.11.2018,"1,000.00","Advertising, Marketing & Media"
29.11.2018,"1,029.29","Travel, venue hire and exhibition services"
29.11.2018,"1,045.88","Travel, venue hire and exhibition services"
29.11.2018,"1,052.21","Travel, venue hire and exhibition services"
29.11.2018,"1,068.13","Travel, venue hire and exhibition services"
29.11.2018,"1,097.96","Travel, venue hire and exhibition services"
29.11.2018,"1,113.35",Professional Services
29.11.2018,"1,125.25","Advertising, Marketing & Media"
29.11.2018,"1,132.03",Facilities
29.11.2018,"1,136.98","Travel, venue hire and exhibition services"
29.11.2018,"1,140.37","Travel, venue hire and exhibition services"
29.11.2018,"1,155.71","Travel, venue hire and exhibition services"
29.11.2018,"1,161.52","Travel, venue hire and exhibition services"
29.11.2018,"1,169.16","Travel, venue hire and exhibition services"
29.11.2018,"1,171.05",Professional Services
29.11.2018,"1,171.05",Professional Services
29.11.2018,"1,171.05",Professional Services
29.11.2018,"1,200.00","Advertising, Marketing & Media"
29.11.2018,"1,244.43","Travel, venue hire and exhibition services"
29.11.2018,"1,307.77","Travel, venue hire and exhibition services"
29.11.2018,"1,309.36","Travel, venue hire and exhibition services"
29.11.2018,"1,350.00","Advertising, Marketing & Media"
29.11.2018,"1,433.32","Advertising, Marketing & Media"
29.11.2018,"1,456.51","Travel, venue hire and exhibition services"
29.11.2018,"1,464.01","Travel, venue hire and exhibition services"
29.11.2018,"1,517.36",Professional Services
29.11.2018,"1,527.63","Travel, venue hire and exhibition services"
29.11.2018,"1,582.47","Travel, venue hire and exhibition services"
29.11.2018,"1,582.47","Travel, venue hire and exhibition services"
29.11.2018,"1,601.73",Professional Services
29.11.2018,"1,609.75",Facilities
29.11.2018,"1,729.79","Travel, venue hire and exhibition services"
29.11.2018,"1,767.00","Travel, venue hire and exhibition services"
29.11.2018,"1,767.63","Travel, venue hire and exhibition services"
29.11.2018,"2,021.94","Travel, venue hire and exhibition services"
29.11.2018,"2,035.25",IT & Telecoms
29.11.2018,"2,255.80","Travel, venue hire and exhibition services"
29.11.2018,"2,336.41",Facilities
29.11.2018,"2,409.82","Travel, venue hire and exhibition services"
29.11.2018,"2,473.73",IT & Telecoms
29.11.2018,"2,656.58","Travel, venue hire and exhibition services"
29.11.2018,"2,659.95",Facilities
29.11.2018,"2,936.51","Travel, venue hire and exhibition services"
29.11.2018,"2,936.51","Travel, venue hire and exhibition services"
29.11.2018,"3,044.46","Travel, venue hire and exhibition services"
29.11.2018,"3,156.13",Facilities
29.11.2018,"3,830.79","Travel, venue hire and exhibition services"
29.11.2018,"3,949.45","Travel, venue hire and exhibition services"
