Statement date,Gross amount,Category Level 1
31/05/2017,"1,763.90","Travel, venue hire and exhibition services"
31/05/2017,"1,908.64",Professional Services
31/05/2017,"2,061.45",Professional Services
31/05/2017,"2,175.66","Travel, venue hire and exhibition services"
31/05/2017,"2,233.13","Travel, venue hire and exhibition services"
31/05/2017,"2,253.21",Facilities
31/05/2017,"2,253.21",Facilities
31/05/2017,"2,332.42","Travel, venue hire and exhibition services"
31/05/2017,"2,402.72","Travel, venue hire and exhibition services"
31/05/2017,"2,460.25","Travel, venue hire and exhibition services"
31/05/2017,"2,846.25",Professional Services
