Statement date,Gross amount,Category Level 1
02/05/2017,1040.98,"Travel, venue hire and exhibition services"
02/05/2017,1050,"Travel, venue hire and exhibition services"
02/05/2017,1050,"Advertising, Marketing & Media"
02/05/2017,1059.99,"Travel, venue hire and exhibition services"
02/05/2017,1101.31,"Travel, venue hire and exhibition services"
02/05/2017,1167.49,"Travel, venue hire and exhibition services"
02/05/2017,1229.05,"Travel, venue hire and exhibition services"
02/05/2017,1239.84,"Travel, venue hire and exhibition services"
02/05/2017,1294.2,"Travel, venue hire and exhibition services"
02/05/2017,1296.32,"Travel, venue hire and exhibition services"
02/05/2017,1319.51,"Travel, venue hire and exhibition services"
02/05/2017,1387.53,"Travel, venue hire and exhibition services"
02/05/2017,1473.31,Facilities
02/05/2017,1576.29,Facilities
02/05/2017,1576.29,Facilities
02/05/2017,1599.1,"Travel, venue hire and exhibition services"
02/05/2017,1758.46,Professional Services
02/05/2017,1769.84,"Advertising, Marketing & Media"
02/05/2017,1916.03,"Travel, venue hire and exhibition services"
02/05/2017,2011.59,"Travel, venue hire and exhibition services"
02/05/2017,2227.5,Professional Services
02/05/2017,2250.49,"Travel, venue hire and exhibition services"
02/05/2017,2286.24,"Travel, venue hire and exhibition services"
02/05/2017,2529.45,"Travel, venue hire and exhibition services"
02/05/2017,2729.41,"Advertising, Marketing & Media"
02/05/2017,3069.95,"Travel, venue hire and exhibition services"
