Statement date,Gross Amount,Category Level 1
29.09.2017,669.57,"Travel, venue hire and exhibition services"
29.09.2017,672.00,"Travel, venue hire and exhibition services"
29.09.2017,672.33,"Travel, venue hire and exhibition services"
29.09.2017,672.56,"Travel, venue hire and exhibition services"
29.09.2017,672.56,"Travel, venue hire and exhibition services"
29.09.2017,673.71,"Travel, venue hire and exhibition services"
29.09.2017,677.25,"Travel, venue hire and exhibition services"
29.09.2017,705.12,"Travel, venue hire and exhibition services"
29.09.2017,706.59,"Travel, venue hire and exhibition services"
29.09.2017,709.04,Facilities
29.09.2017,710.43,"Travel, venue hire and exhibition services"
29.09.2017,718.00,Professional Services
29.09.2017,723.81,"Advertising, Marketing & Media"
29.09.2017,729.32,"Travel, venue hire and exhibition services"
29.09.2017,733.18,"Travel, venue hire and exhibition services"
29.09.2017,746.91,"Travel, venue hire and exhibition services"
29.09.2017,751.10,"Travel, venue hire and exhibition services"
29.09.2017,753.97,"Travel, venue hire and exhibition services"
29.09.2017,759.59,"Travel, venue hire and exhibition services"
29.09.2017,763.21,"Travel, venue hire and exhibition services"
29.09.2017,790.15,"Advertising, Marketing & Media"
29.09.2017,797.91,Professional Services
29.09.2017,806.71,Facilities
29.09.2017,813.83,"Travel, venue hire and exhibition services"
29.09.2017,837.50,"Travel, venue hire and exhibition services"
29.09.2017,837.50,"Travel, venue hire and exhibition services"
29.09.2017,837.50,"Travel, venue hire and exhibition services"
29.09.2017,837.50,"Travel, venue hire and exhibition services"
29.09.2017,837.50,"Travel, venue hire and exhibition services"
29.09.2017,837.50,"Travel, venue hire and exhibition services"
29.09.2017,849.11,"Travel, venue hire and exhibition services"
29.09.2017,850.00,"Travel, venue hire and exhibition services"
29.09.2017,854.36,"Travel, venue hire and exhibition services"
29.09.2017,863.25,"Travel, venue hire and exhibition services"
29.09.2017,885.42,"Travel, venue hire and exhibition services"
29.09.2017,900.00,"Travel, venue hire and exhibition services"
29.09.2017,900.00,"Travel, venue hire and exhibition services"
29.09.2017,900.00,"Travel, venue hire and exhibition services"
29.09.2017,902.50,"Travel, venue hire and exhibition services"
29.09.2017,907.31,"Travel, venue hire and exhibition services"
29.09.2017,913.24,"Travel, venue hire and exhibition services"
29.09.2017,928.71,"Advertising, Marketing & Media"
29.09.2017,933.33,"Travel, venue hire and exhibition services"
29.09.2017,936.84,"Travel, venue hire and exhibition services"
29.09.2017,938.99,"Travel, venue hire and exhibition services"
29.09.2017,956.36,"Advertising, Marketing & Media"
29.09.2017,974.32,"Travel, venue hire and exhibition services"
29.09.2017,978.09,Facilities
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,000.00","Advertising, Marketing & Media"
29.09.2017,"1,050.10","Travel, venue hire and exhibition services"
29.09.2017,"1,060.86","Travel, venue hire and exhibition services"
29.09.2017,"1,067.62","Travel, venue hire and exhibition services"
29.09.2017,"1,070.81","Travel, venue hire and exhibition services"
29.09.2017,"1,081.03","Travel, venue hire and exhibition services"
29.09.2017,"1,199.06","Travel, venue hire and exhibition services"
29.09.2017,"1,223.40","Travel, venue hire and exhibition services"
29.09.2017,"1,294.12","Travel, venue hire and exhibition services"
29.09.2017,"1,297.23","Travel, venue hire and exhibition services"
29.09.2017,"1,310.63","Advertising, Marketing & Media"
29.09.2017,"1,345.66",IT & Telecoms
29.09.2017,"1,388.27","Advertising, Marketing & Media"
29.09.2017,"1,394.39","Advertising, Marketing & Media"
29.09.2017,"1,400.47","Travel, venue hire and exhibition services"
29.09.2017,"1,404.90",Professional Services
29.09.2017,"1,442.09","Advertising, Marketing & Media"
29.09.2017,"1,455.51","Advertising, Marketing & Media"
29.09.2017,"1,576.48","Travel, venue hire and exhibition services"
29.09.2017,"1,654.00","Travel, venue hire and exhibition services"
29.09.2017,"1,760.77","Travel, venue hire and exhibition services"
29.09.2017,"2,000.00","Advertising, Marketing & Media"
29.09.2017,"2,000.00","Advertising, Marketing & Media"
29.09.2017,"2,000.00","Advertising, Marketing & Media"
29.09.2017,"2,000.00","Advertising, Marketing & Media"
29.09.2017,"2,000.00","Advertising, Marketing & Media"
29.09.2017,"2,000.00","Advertising, Marketing & Media"
29.09.2017,"2,173.92","Travel, venue hire and exhibition services"
29.09.2017,"2,239.33","Travel, venue hire and exhibition services"
29.09.2017,"2,576.20","Travel, venue hire and exhibition services"
29.09.2017,"2,643.21",IT & Telecoms
29.09.2017,"2,647.12","Travel, venue hire and exhibition services"
29.09.2017,"3,265.54","Travel, venue hire and exhibition services"
29.09.2017,"3,602.41","Travel, venue hire and exhibition services"
